lat,lon,amenity,name
45.3903509835002,-75.7570065032938,pharmacy,Shoppers Drug Mart
51.1897670742972,-114.473841119019,pharmacy,Shoppers Drug Mart
51.1904789493337,-114.471166034621,pharmacy,Super Drug Mart
49.2344727441634,-123.160902313534,doctors,Dr. Timothy W.T. Kam Inc.
49.2494619339706,-123.1278092187,doctors,Westcoast Women's Clinic
50.6764300711091,-120.335143231698,dentist,Orthodontists
50.6765183325495,-120.334968552836,pharmacy,Pharmasave
44.6411387592873,-63.5869350475702,pharmacy,Lawtons Drugs Spring Garden
43.704843964984,-79.3889940292997,dentist,Norton Dental
45.5793984393325,-75.412168804127,pharmacy,Jean Coutu
45.565274597209,-73.6085879272623,clinic,CLSC de Saint-Michel
50.9012128491122,-114.118554958452,clinic,Bridlewood Oasis Medical Centre
50.9053634837447,-114.111563026281,doctors,Bridlewood Medical Clinic
50.901111930998,-114.118664007012,pharmacy,PharmaChoice
50.9011142779309,-114.119139009465,dentist,Urban Oasis Dental Studio
49.2345996461775,-123.183423230076,pharmacy,Southland Pharmacy
44.0267060293618,-79.8064308284326,pharmacy,Tottenham Medical Pharmacy
44.0193620572583,-79.8038836518772,pharmacy,Pharmasave
53.4352756655394,-113.571161025384,pharmacy,Shoppers Drug Mart
52.0981414976724,-106.56778512655,doctors,Circle Chiropractic
43.7799609886634,-79.1372190085069,doctors,Port Union Medical
43.7795175859856,-79.1384005215783,dentist,Dentist
43.797352264282,-79.1511773080428,pharmacy,Shoppers Drug Mart
43.719154052996,-79.4325020579215,pharmacy,Shoppers Drug Mart
45.3860729439395,-75.7350167479561,doctors,Appletree
45.4648159789318,-73.6273964150695,pharmacy,Pharmaprix
49.2006344981378,-122.98110462313,dentist,Marine Way Dental Centre
43.71469035428,-79.3998301537225,clinic,Toronto Rhinoplasty Clinic
43.5961657171788,-79.7873516051529,dentist,Appleday Dental
45.5035176566359,-75.7936001323497,pharmacy,Pharmacie Isabelle Ménard
49.263548644263,-123.144533630102,dentist,Solace Dental Centre
49.2632623184506,-123.128343062113,dentist,Urban Dental Clinic
49.2622858267309,-123.098370549831,pharmacy,Shoppers Drug Mart
49.2624086216124,-123.095261450487,pharmacy,La Madonna
43.4463868909813,-80.5749056719667,dentist,Erbsville Dentist
43.8791870480789,-79.3137268019154,pharmacy,Guardian
43.7629639977701,-79.4995701076215,dentist,"Dr. Arthur Train, Dentist"
43.7890579519967,-79.139757467883,pharmacy,Shoppers Drug Mart
45.9392604484806,-66.654412207495,hospital,Dr. Everett Chalmers Hospital Emergency Room
43.6399762486861,-79.4390501683187,pharmacy,Shoppers Drug Mart
49.1774703543465,-122.867419529283,pharmacy,Family Care Pharmacy
49.188564725206,-122.846171069462,clinic,Precision Hearing Clinic
50.700657459318,-120.395313058905,pharmacy,Shoppers Drug Mart
45.5754968310432,-73.9173480711515,pharmacy,Jean Coutu
49.2314098291058,-122.906247019354,clinic,Crest Medical Clinic
49.231415864076,-122.906082063499,pharmacy,Pharmasave
43.5394162931996,-79.8576812210158,clinic,James Snow Physiotherapy Clinic
43.5394900539475,-79.8566284539772,dentist,Smile Smile Dental
43.5432176539269,-79.8690135541063,dentist,Milton Family Dental
45.4593527382624,-73.8666481181497,pharmacy,Pharmaprix
45.4801772414208,-74.2887987319893,pharmacy,Jean Coutu
43.8310489399631,-79.0833950363734,doctors,Rouge Valley Health Services ACT Team Community Services
43.8308089660752,-79.0833370336034,doctors,Bayly Healthcare
49.1992982551338,-122.981025246507,pharmacy,London Drugs
45.5207141368247,-73.5977563290673,pharmacy,Jean-Coutu
49.1935715712476,-122.949391021921,clinic,Orchid Medical Clinic
45.3115089582315,-73.2635228270624,doctors,Centre Médi-Soleil
45.3313287226565,-73.2682444369391,doctors,Clinique d'urgence 900
45.3187818517961,-73.2644614325798,doctors,Médi-centre Saint-Jean-sur-Richelieu
45.3188650840946,-73.2644583312756,pharmacy,Familiprix
49.2791940532696,-122.966883048015,pharmacy,Safeway Pharmacy
44.7247040708133,-75.5209532506455,pharmacy,Remedy'sRx
48.6522342337752,-123.558797962703,pharmacy,Pharmasave
54.7650544619146,-101.878008209388,hospital,Flin Flon General Hospital
43.8236399242909,-79.424334060917,dentist,Dental Centre
43.8235229967417,-79.4251390588978,clinic,Dr. Poon's Metabolic Clinic
45.4763213983229,-74.3044714660002,clinic,Centre de Santé de Rigaud
45.4079625355342,-74.0330001462161,pharmacy,Pharmaprix
45.2963454248383,-74.1790238797919,pharmacy,Familiprix
48.5589567272229,-67.685213965908,pharmacy,Familiprix
53.5576386275609,-113.501547056414,pharmacy,Halls Pharmacy
46.7640735836432,-71.3684824784437,pharmacy,Uniprix
43.9460884655438,-79.4555845619759,pharmacy,Shoppers Drug Mart
45.4365144828664,-73.6870711232562,pharmacy,Jean Coutu
43.3790366226015,-79.8084674632657,pharmacy,Shoppers Drug Mart
45.2699888655854,-66.0578991483642,doctors,Dr. M. Dakota
49.2259278967922,-122.99321605412,pharmacy,London Drugs
45.4033187935381,-74.0303002513849,pharmacy,Jean Coutu
47.0184291409661,-52.9049737731414,hospital,Shamrock Clinic (Eastern Health)
43.672335926992,-79.3850159780536,doctors,Park Road Healing Arts
45.5435870932997,-73.6332683573377,dentist,Clinique Médico-Dentaire St-Denis
51.0373405725252,-113.963726706144,pharmacy,Shoppers Drug Mart
49.282258896165,-123.107967074594,pharmacy,London Drugs
50.6661426260681,-120.349956736815,dentist,Sahali Dental
43.7082229616103,-79.3919060701003,pharmacy,Razi Pharmacy
46.4933820323114,-80.9963624318615,dentist,Sudbury Dental Group
52.1051273948723,-106.631209982035,pharmacy,Nordon Drugs
43.2269589756396,-79.9417430764858,pharmacy,Shoppers Drug Mart
46.6750323747739,-73.9169773395741,pharmacy,Familiprix
45.2705578291728,-75.6978621181208,pharmacy,Your Independent Grocer Pharmacy
44.0579397666144,-79.4672807534833,pharmacy,Davis Drive Pharmacy
44.057933480187,-79.4674281073411,doctors,Medical Centre
46.7021718876023,-64.2324011034433,hospital,Community Hospital O'Leary
51.0453288615257,-114.050497005987,pharmacy,Corner Drugstore Inc.
47.6561445347937,-70.1517413577143,hospital,Hôpital de La Malbaie
47.6417427487609,-70.1502084752619,pharmacy,Jean Coutu
47.6469904906998,-70.1500368138849,pharmacy,Familiprix
51.0789143931707,-113.984610050263,pharmacy,Rexall
43.7706559864934,-79.3886770257217,dentist,Dr. Pepper
43.9451749219169,-79.4543650788832,pharmacy,Remedy'sRx
43.9909304740557,-79.4659392298803,doctors,Enhanced Care Medical Clinic
44.0397589995359,-79.4774880675299,pharmacy,Rexall
46.4911775917767,-80.9945074328702,pharmacy,Michaud Medical Pharmacy
44.0410853518941,-79.4496086002893,pharmacy,Shoppers Drug Mart
45.3435336956865,-80.0148327692447,pharmacy,Shoppers Drug Mart
43.558671787903,-79.5778021817963,pharmacy,Lighthouse Pharmacy
43.5539022335402,-79.5829156456464,dentist,Dentistry in the village
43.5585610629621,-79.5779072070431,doctors,Pure Balance
43.5589632266764,-79.577510659204,pharmacy,Village Pharmacy
43.5577593339236,-79.5785426391227,dentist,Waterfront Dental
44.0033109641381,-79.4525160310431,dentist,Wellngton Aurora Dental
43.399039950706,-80.3762471068606,doctors,Parkway Back Clinic
51.0582695980163,-114.014351641113,pharmacy,Rexall
43.9528892903217,-78.9609062619853,pharmacy,Shoppers Drug Mart
49.2009797487295,-122.914958582779,pharmacy,Imperial Pharmacy
43.8418503633067,-79.4835739159671,pharmacy,Shoppers Drug Mart
43.8549979651676,-79.5128270094998,pharmacy,Shoppers Drug Mart
43.8623079905633,-79.5388060478338,pharmacy,I.D.A.
43.4456367944663,-80.5717932198613,dentist,Dentistry on Erb
43.4244266399428,-80.5535901569203,dentist,Dawson Dental
43.712830996699,-79.3994690613337,dentist,Art of Smile
46.7524100815583,-71.2380332429737,pharmacy,Brunet
46.7551798814619,-71.2321109254674,pharmacy,Uniprix
43.6328448416471,-79.878211854649,pharmacy,Shoppers Drug Mart
43.6323944819895,-79.8770638691903,pharmacy,Metro
48.5365649758091,-71.6471300484489,pharmacy,Uniprix
48.5457839796525,-71.6589740129092,pharmacy,Jean Coutu
45.3945882870116,-71.8965593098196,pharmacy,Familiprix Jean Luc Trottier
45.9315627600631,-72.4266350574642,pharmacy,Proxim
45.9032295804038,-72.4734509203544,pharmacy,Jean Coutu
45.3990989243854,-71.9192524744715,doctors,Cigonia
45.3989071464407,-71.9192535641189,pharmacy,Pharmaprix
49.1895301528135,-98.0926462721801,hospital,Boundary Trails Place Medical Clinic
46.492073617226,-80.9925942634708,pharmacy,Rexall
46.8402259400027,-71.6087597073773,dentist,Centre Dentaire Jacques-Cartier
46.8444963520315,-71.6157916212257,dentist,Clinique Dentaire Stéphanie Fortin Inc.
45.3883969942324,-71.9174537180505,doctors,Dr Pierre Blondeau Ophtalmologiste
43.5079467730108,-79.6309834295946,pharmacy,Shoppers Drug Mart
45.3263629479404,-79.219313212207,pharmacy,I.D.A.
45.3261969862576,-79.2188212783098,pharmacy,Pharmasave
53.5930928206994,-113.53965730703,doctors,Kensington Medical Clinic
44.5700851984473,-80.9276604139569,pharmacy,Rexall
44.5734117243598,-80.9235137188189,pharmacy,Shoppers Drug Mart
43.5909096771558,-79.5769330622563,pharmacy,Shoppers Drug Mart
45.5199704943751,-73.5869007586292,clinic,CLSC Saint-Louis-du-Parc
44.5682528305946,-80.9450235263809,pharmacy,Shoppers Drug Mart
43.6008924400164,-79.5038990253345,pharmacy,Don Russell Pharmacy
43.6015877188846,-79.5022250754517,pharmacy,Shoppers Drug Mart
53.6203203435111,-113.489882129406,pharmacy,Shoppers Drug Mart
43.5309684244481,-79.6152069276223,pharmacy,Arrow Pharmacy
43.4465386872478,-79.6886781646136,pharmacy,Shoppers Drug Mart
43.5946409651725,-79.6392660072155,dentist,Dr. Bobby Brown & Associates
42.9512881547275,-79.8540866418398,pharmacy,I.D.A.
43.3177264374675,-79.9093329391229,dentist,City Smiles Dental
43.727745839025,-79.7957657786536,pharmacy,Shoppers Drug Mart
45.3954793671379,-71.8955341192424,pharmacy,Pharmaprix Belvedere
45.4020144855852,-71.9529119345025,pharmacy,Pharmaprix
44.743339556139,-81.1410178197442,pharmacy,I.D.A.
43.727447275634,-79.7967082398465,dentist,Dental Office
43.7269985923571,-79.7972970685444,pharmacy,Sandalwood Medical Pharmacy
43.7269355604452,-79.7973480305157,clinic,Sandalwood Walk-in Clinic - Dentist
43.7286351589517,-79.7946663244144,clinic,Medical Centre & Walk-in Clinic
51.0531201758016,-114.051480873781,pharmacy,Lukes Drug Mart
43.6300367364459,-79.4827320376124,doctors,Lakeside Medical Clinic
43.6299783983998,-79.4827025333132,dentist,Lakeview Dental
43.6534156245965,-79.3938502525414,doctors,Dr. Alan Ching Dentist/Dr. Bonnie Y. Tang Family Physician
50.5716186466949,-111.899854543405,pharmacy,Shoppers Drug Mart
50.5726195297529,-111.90303195526,pharmacy,Safeway Pharmacy
49.1056743245234,-122.800336643614,dentist,Southridge Dental - Family & Cosmetic Dentistry
43.5697185495525,-79.5669051209375,dentist,Lakeview Dental Centre
44.6589071367297,-78.7973580643495,pharmacy,Corby Pharmacy
44.9203612440311,-78.7251015327661,pharmacy,Remedy'sRx
45.0487852440563,-78.5096627327827,pharmacy,Shoppers Drug Mart
45.0464440946809,-78.5089892468627,pharmacy,Haliburton Highland Pharmacy
43.7071399359013,-79.3973650359991,dentist,Dr. Walter Vogl Dentistry
46.3863139481058,-82.6499653285094,pharmacy,Shoppers Drug Mart
46.3809699819185,-82.6599278071643,pharmacy,Elliot Lake Health Centre PharmaChoice
43.5559545425322,-79.5823628591321,dentist,Northshore Dentistry
43.5389688672082,-79.5989623801769,clinic,Lakeshore Physiotherapy & Acupuncture
43.6014754852011,-79.5027340246124,dentist,Fifth Street Dental
43.6260127523703,-79.5033266251668,pharmacy,Royal Pharmacy
43.6193502289948,-79.4998498117304,pharmacy,Kassel's Pharmacy
49.2347893286463,-123.159848959762,pharmacy,Shoppers Drug Mart
45.7315976238904,-82.1676474020336,pharmacy,Guardian Pharmacy
45.307392773221,-66.0146636154146,pharmacy,Lawton's Drugs
46.3664516874316,-79.9291987201963,pharmacy,I.D.A.
49.1178687363554,-123.158604079503,dentist,Chompers Family Dental
46.3322435480189,-79.465529019539,pharmacy,Guardian
45.2714453888998,-66.0599226236093,dentist,Trinity Royal Dentist
43.7236685460453,-79.3004631106956,pharmacy,Shoppers Drug Mart
43.6665843488533,-79.4051229064814,pharmacy,Shoppers Drug Mart
45.2770037641703,-66.0790524735842,doctors,CBI Health
45.2786527359816,-66.0508045378801,doctors,Crown Street Medical
45.2806139336862,-66.0512833121894,doctors,East Physiotherapy Clinic
43.5942375441728,-79.5668845014557,dentist,Dixie Outlet Mall Dental Office
45.297612265684,-66.038792180985,dentist,Brittain Dental
45.2978241601962,-66.038681120768,doctors,Dr. Fecteau
43.5693068304686,-79.5685251751829,dentist,Lakeshore Dental Office
43.6175065455728,-79.4875616064019,pharmacy,Akron's Guardian Pharmacy
43.6142975339428,-79.4892342151802,dentist,Humber Bay Dental Centre
43.6147509949045,-79.4889995218913,pharmacy,I.D.A.
43.6142430515721,-79.4893663139742,clinic,Lake Medical Clinic
43.6168530924014,-79.487989837835,dentist,Humber Bay Dental Centre
43.6148782321946,-79.5574801737331,clinic,Appletree Medical Centre
43.6148664975302,-79.5575523419194,pharmacy,Pharmasave
43.6012021513387,-79.5038960078494,dentist,Mason Denture Clinic
43.6528290590124,-79.3799020112894,pharmacy,Shoppers Drug Mart
43.6087749493988,-79.5839840030249,dentist,Dental Office
46.8129256622714,-71.3095195614745,pharmacy,Pharmacie Brunet Luc Fortier
49.8608600796711,-119.491617078605,dentist,Denture Clinic
44.6992900565722,-63.6888299049561,dentist,Bedford South Dentistry
43.5963605964276,-79.5260977415183,pharmacy,Pharmasave
43.4875799217656,-79.7186210049585,dentist,Kler Dental Centre
43.5113192317527,-79.855479211233,pharmacy,Pharmasave
43.5112995342802,-79.8553451007823,doctors,Holly Medical Clinic
43.5139141851561,-79.8831250748322,dentist,Dr. Ted Karolidis Family and Cosmetic Dentistry
43.7353620553436,-79.8239689549948,dentist,Mayfield Dental
43.7305080952158,-79.8213617640127,dentist,Brinkley Dental Group
43.7354231594178,-79.823903408512,pharmacy,I.D.A.
43.735988937882,-79.8233453413987,dentist,Dr. Sonia Sharma Dentral Centre
43.4407169525795,-79.6758060759101,dentist,Dr. Jawad Tawil
43.730844041895,-79.7899427028809,pharmacy,I.D.A.
43.7241175645983,-79.8143094821395,doctors,Brampton Endoscopy
43.7260048339168,-79.8129409688084,dentist,Omura Dentistry
43.7238022374009,-79.8138818374396,dentist,Dental Centre
43.7240220947211,-79.8141844241442,clinic,Main Street Medical Centre Walk-In Clinic
49.7567730193291,-77.628467552457,doctors,Centre de santé Isle-Dieu
45.538844025751,-73.5605347278256,pharmacy,Pharmaprix
45.489989851647,-73.801968324121,pharmacy,Pharmaprix
45.4848296167773,-73.8592819340028,pharmacy,Pharmaprix
43.7558252984753,-79.437767318038,pharmacy,I.D.A.
45.5031951210017,-73.8403888727926,pharmacy,Uniprix
43.9207600305341,-80.0876855056008,dentist,RiverEdge Dental
45.5067540770892,-73.8190455298277,pharmacy,Pharmaprix
43.6324440190373,-79.7689565128102,pharmacy,Bramiss Pharmacy
44.7441429615582,-63.2843473371779,pharmacy,Lawtons
45.4444139236933,-73.7434549286189,pharmacy,Pharmaprix
45.4461463792602,-73.7448092765337,pharmacy,Jean Coutu
43.6861170330947,-79.3934680377567,pharmacy,Pharmasave
49.2620176896484,-123.069556165111,pharmacy,Alberto Pharmacy
47.9216336902829,-74.6134942149159,clinic,CLSC
43.1929119364059,-79.8105500309282,pharmacy,Pharmasave
43.1930644870436,-79.8104829757028,doctors,Medical Clinic
43.1965449885174,-79.7928417517315,pharmacy,Shoppers Drug Mart
43.7100538207205,-79.3988972478993,dentist,Yonge & Eglinton Dentistry
43.7100896952661,-79.398909820754,doctors,Yonge Eglinton Medical Centre
49.2367893345625,-122.852988071313,dentist,Prince Dental Centre
46.8357713775611,-71.3565850374412,hospital,Clinique Médicale DuChatel
49.2498877346518,-122.863311055623,pharmacy,Ridgeway Pharmacy
49.260672394189,-122.890010267078,pharmacy,Shoppers Drug Mart
50.6721452422068,-120.334083759137,pharmacy,Pratt's
46.7193198365718,-71.3000960391936,pharmacy,Brunet
50.669147957451,-120.356132942168,doctors,Medical Clinic
43.2510407701903,-79.852211861557,pharmacy,Rexall
43.8009169200637,-79.4057140821122,doctors,Yonge-Steeles Family Wellness Clinic
43.2260405705089,-79.9539633045796,dentist,Concept Dental Care
43.2285324265033,-79.9411489671889,pharmacy,I.D.A.
43.775910936869,-79.3223750819718,dentist,Family Dental
43.7759489907095,-79.3222890836452,pharmacy,Rexall
43.7752699727334,-79.3302750257129,dentist,Laser Dentistry on Sheppard
43.7741469653462,-79.3530550268817,dentist,Dr. A. Erwood Dentist
43.7911670902922,-79.3671918609551,dentist,Dr. Jimmy Ho & Associates
43.7710549650845,-79.3699500100134,pharmacy,Main Drug Mart
43.7750695614285,-79.3224537042236,pharmacy,Shoppers Drug Mart
43.3436251771692,-79.7933440791887,dentist,Lighthouse Dental Care
43.3343443986993,-79.8099898683391,doctors,Burlington Sleep Medicine Centre
43.2283178497821,-79.9398098743379,dentist,Golf Links Dental
43.7570635570311,-79.4392415271682,doctors,Bathurst Walk-In Clinic
46.8939402768427,-71.1429151543036,pharmacy,Brunet
43.6776937233195,-79.5061934036902,pharmacy,Main Drug Mart
43.7028962621436,-79.5254399297572,pharmacy,Main Drug Mart
43.7028737986431,-79.5253722039796,dentist,Dr. Monica Katyal
53.3538210848705,-110.853354067081,pharmacy,Vermilion Apple Drugs
53.3538098531203,-110.852193005854,pharmacy,Long's Value Drug Mart
43.4633580656128,-80.5091531619698,doctors,DR. Pierre Kugler
43.463670040049,-80.5082053363589,doctors,AIM Physiotherapy
43.4635760789144,-80.5093167767197,doctors,K. Papp
50.8181089613558,-119.684954979215,hospital,Chase Health Clinic
50.8201178520895,-119.687483380307,pharmacy,Peoples Drug Mart
46.7576234576941,-71.2904941500132,pharmacy,Proxim
43.2667331178547,-79.9581615484221,pharmacy,Pharmasave
43.6245932770679,-79.5113309236023,clinic,Serenete Health Clinic
43.6212880411895,-79.5262780362555,clinic,Heritage Physiotherapy
43.6213021227868,-79.5262062033453,dentist,Dr. O.K. Dental Centre
43.6213244186493,-79.5260977415183,pharmacy,Get Well Pharmacy
43.6566746761884,-79.8140538340928,dentist,Credit Ridge Dental Care
45.2766432585148,-66.0566291223954,pharmacy,Phoenix Pharmacy
45.2772604180455,-66.0555407322683,doctors,Sexual Health Centre
42.7851703170358,-81.1759544303618,pharmacy,Shoppers Drug Mart
49.2436211723821,-122.893090029761,dentist,Four Seasons Dental Care
49.2436694521444,-122.893256075263,doctors,Hanbit Oriental Medicine Clinic
46.8095804447148,-71.3671354227847,pharmacy,Jean Coutu
43.5830444344939,-79.779185368348,pharmacy,Rexall
43.7894746164035,-79.2574871652873,dentist,Sheppard Village Dental
43.7889561956922,-79.2578845513167,pharmacy,Main Drug Mart
43.7805133560826,-79.2982048583426,dentist,Orion Dental
43.5691012223838,-79.5673697298305,clinic,Lakeshore Cawthra Medical Centre
43.5574445934594,-79.756098505704,clinic,Britannia Medical Clinic
43.5570986723154,-79.7564715003952,pharmacy,Britannia Pharmacy
43.5568877836316,-79.756706026046,dentist,Churchill Meadows Dental Centre
43.4512322177488,-80.4898481302186,dentist,Duke Dental
45.3880588682584,-75.645001561938,clinic,Healing Touch
45.3880843492441,-75.6448477540148,dentist,Kilborn Dental Centre
46.8766057467086,-71.3262260356038,pharmacy,Familiprix
43.7255540551642,-79.4552028501054,pharmacy,Shoppers Drug Mart
43.7251535678305,-79.448992278949,dentist,Yorkdale Dental Centre
43.6472656546,-79.5124426154202,dentist,Royal York Dental
43.6471342263582,-79.5130027780093,dentist,Princeview Dental
43.6470380859288,-79.5134465159633,dentist,Kingsway Dental Centre
43.6345079788748,-79.5195854218476,dentist,Orchard Dental Care
43.4488394358499,-79.6651296267428,pharmacy,Guardian
43.4471400888005,-79.6669567139966,pharmacy,The Medicine Shoppe Pharmacy
53.5241019624114,-113.639375803257,pharmacy,Belmead Pharmacy
53.5241625635713,-113.639155526842,clinic,Belmead Medical Center
54.5159628236038,-128.588525678025,clinic,Emerson Medical Clinic
46.8545890854618,-71.4165400364701,pharmacy,Brunet Plus
46.8549875611386,-71.4159569074663,doctors,CLSC de la Jacques-Cartier (Val Bélair)
43.4055130430698,-80.5012844827276,pharmacy,Williamsburg Pharmacy
45.3697844753215,-75.620805438228,pharmacy,First Care Pharmacy
45.3697736626664,-75.6207239661292,dentist,Family Dental Care
43.6685356559121,-79.3957011444002,dentist,Museum Dental
46.7626766556603,-71.2837286130477,pharmacy,Familiprix Hébert & Ferlatte
45.2783799888524,-66.0581026609733,doctors,Community Health Centre
46.0170083839282,-73.1526693077456,pharmacy,Brunet
46.0369302399339,-73.0930710425158,pharmacy,Jean Coutu
44.0781593478208,-80.2047845486103,dentist,Denture Clinic
44.0782481959945,-80.2043259746876,dentist,Shelburne Village Dental
44.0780320267116,-80.2053688510805,dentist,Main Street Dentist
42.9576552998352,-81.2323093181586,pharmacy,Shoppers Drug Mart
43.7088229382395,-79.3982801721876,dentist,Yonge Eglinton Dental
53.5991469855426,-113.387004074777,clinic,Medicentre
43.4353781831722,-80.4901934646294,pharmacy,The Medicine Shope
43.614556953846,-79.6608396010606,pharmacy,Vibrin Drug Mart
43.7251425875374,-79.4490574063366,dentist,Polar Dental Centre
53.5615525572478,-113.463252739204,doctors,East Edmonton Health Clinic
43.7151958668604,-79.7215582752876,pharmacy,Shoppers Drug Mart
43.5085991365348,-80.230667530334,pharmacy,Guardian
45.5192216551456,-73.616273210463,pharmacy,Pharmaprix
44.389417969408,-79.6884050822083,dentist,Barrie Dental
44.3872063204366,-79.6937671533064,dentist,Barrie Denture Clinic
45.5592259644219,-62.7137721612366,pharmacy,Lawtons Drugs
45.5591883296766,-62.7135200335891,hospital,Westville Medical Clinic
44.3856619547769,-79.6936810711608,dentist,Orthodontics at the Wireworks
44.0370959850786,-79.4755950146982,dentist,Simon Dental
44.0034199288793,-79.4694790752286,pharmacy,Shoppers Drug Mart
45.2563967713992,-66.1016247711924,doctors,Dr. Mary Jarratt
44.3565519403314,-79.6449203552773,pharmacy,Shoppers Drug Mart
44.9009512708522,-76.2518538662714,pharmacy,Pharmasave
50.2529438848179,-96.0607079032467,hospital,Lac du Bonnet Personal Care Home
43.4475114909301,-80.4834876068144,pharmacy,King Pharmacy
45.37358659042,-75.6535342555496,pharmacy,PharmaChoice
45.3767852923091,-75.646182236819,dentist,Say Cheese Dentistry
45.376671466064,-75.6464810516672,pharmacy,Remedy'sRx
49.3277013842202,-123.071084018421,pharmacy,London Drugs
49.32224686073,-123.071968644482,pharmacy,Shoppers Drug Mart
45.4008809170001,-71.8946813444135,dentist,Orthodontistes Lemay
49.9146597442854,-119.44601617258,pharmacy,Pharmasave Glenmore
45.273751753377,-66.0615766245626,pharmacy,Lawton's Drugs
45.2734285471907,-66.0609502449384,dentist,Brunswick Dental Clinic
45.2727178456206,-66.0651374246687,doctors,Sherrard Orthodontics
45.2730473382343,-66.0640229668228,doctors,Dr. Chris Symonds - Diseases of the Eye
45.2732112882604,-66.0633958328274,dentist,Bown Chaisson & Lemoine
45.2732373559793,-66.0642112243681,dentist,Dr. R P Quinlan
45.4032480502753,-75.6886613030073,pharmacy,Shoppers Drug Mart
49.9155424425086,-119.441874758041,pharmacy,Shoppers Drug Mart
49.9144944531548,-119.446063865609,doctors,Glenvalley Medical Centre
43.7031948255346,-79.5249106125718,pharmacy,Weston Drug Mart
43.563198686169,-79.5722545353619,pharmacy,Macros Pharmacy
43.7079688223061,-79.3433553208912,dentist,Crescent Dental Health Clinic
43.7079099813459,-79.3436080352719,doctors,Thornlea Medical Centre
49.8825305683168,-119.450843226799,pharmacy,London Drugs
47.5630458980552,-52.7421117180993,dentist,Freshwater Dentistry
51.1225725416783,-114.196969003744,clinic,Northwest Community Heath Centre
53.5502364850493,-113.493441001674,pharmacy,Community Members Pharmacy
51.1772750210835,-115.572979779635,clinic,Alpine Medical Clinic
49.6742884703983,-124.928758848521,dentist,Comox Avenue Dental Centre - Dr. Leo C. Johnson
43.7201895533141,-79.7162278039644,pharmacy,Kings Cross Pharmacy
46.8693122336622,-71.2567514576837,pharmacy,Proxim
43.6561266673589,-79.4085109555631,pharmacy,Shoppers Drug Mart
44.4296404596238,-79.1545764212367,pharmacy,Ben's Pharmacy
44.4297111190676,-79.1537933000232,pharmacy,I.D.A.
43.6523205289469,-79.4064887376035,pharmacy,Trinity Drug Store
43.652056834273,-79.4063905016983,pharmacy,Guardian
43.5160127622537,-79.6261741450107,pharmacy,Remedy'sRx
43.5146891759236,-79.6253131559167,dentist,Dr. Perschacher
