lat,lon,date,hectares,elevation
54.5698,-124.5109,2000-02-27,3.0,686.0
55.0276,-111.5365,2000-02-27,3.0,595.0
54.7058,-111.9297,2000-02-28,10.0,598.0
49.4495,-115.8096,2000-02-28,0.3,1070.0
51.9383,-123.15,2000-02-28,10.0,674.0
44.743793,-63.145265,2000-02-28,0.2,30.0
51.4042,-121.2667,2000-02-28,25.0,1087.0
51.2733,-121.6,2000-02-28,0.009,1122.0
45.83072,-67.02793,2000-02-28,6.0,145.0
55.4407,-128.2035,2000-02-28,5.0,408.0
54.526,-108.7188,2000-02-28,60.0,549.0
52.9385,-123.57,2000-02-28,20.0,841.0
56.207,-121.4918,2000-02-28,5.0,537.0
52.9433,-123.5867,2000-02-28,2.0,841.0
49.7494,-116.9296,2000-02-28,0.1,899.0
54.4427,-108.9479,2000-02-28,20.0,474.0
54.6581,-111.92,2000-02-29,2.5,572.0
55.5232,-116.141,2000-02-29,0.8,609.0
55.8778,-119.2947,2000-02-29,0.4,769.0
55.545,-116.1282,2000-02-29,2.5,663.0
54.8965,-112.337,2000-02-29,30.0,550.0
54.6204,-111.8382,2000-02-29,15.0,580.0
54.6786,-111.9014,2000-02-29,0.1,587.0
55.0276,-111.5236,2000-02-29,2.55,595.0
49.3461,-119.7276,2000-02-29,0.1,896.0
55.888,-121.9093,2000-02-29,0.2,729.0
50.5735,-121.3006,2000-02-29,0.1,262.0
54.0291,-124.3262,2000-02-29,0.1,717.0
51.8352,-120.6762,2000-02-29,16.0,771.0
55.9081,-110.7553,2000-02-29,80.0,451.0
50.2196,-121.0958,2000-02-29,2.1,481.0
54.5469,-108.4896,2000-02-29,4.02,498.0
56.4667,-122.3333,2000-02-29,0.01,715.0
45.21557,-61.185155,2000-02-29,0.9,0.0
45.612145,-61.941921,2000-02-29,0.1,66.0
51.9279,-123.151,2000-02-29,23.6,739.0
45.400623,-63.300265,2000-02-29,1.2,31.0
53.61,-116.181,2000-02-29,0.1,942.0
54.4298,-124.2399,2000-02-29,0.1,698.0
49.2153,-119.4955,2000-02-29,18.0,634.0
52.392,-115.2122,2000-02-29,0.2,1031.0
56.8553,-121.2728,2000-02-29,4.0,781.0
53.0469,-106.0104,2000-03-01,100.0,487.0
53.8073,-107.0104,2000-03-01,0.4,531.0
53.9531,-102.2396,2000-03-01,180.0,268.0
55.1302,-107.6354,2000-03-01,0.01,420.0
52.7865,-103.3854,2000-03-01,2.5,470.0
54.526,-108.2396,2000-03-01,1.0,489.0
54.9912,-111.5619,2000-03-01,0.2,665.0
54.3802,-109.6354,2000-03-01,80.0,543.0
54.7658,-111.8032,2000-03-01,0.3,574.0
54.6367,-111.8956,2000-03-01,1.0,582.0
55.937,-113.7701,2000-03-01,2.5,544.0
54.401,-109.7188,2000-03-01,80.0,549.0
58.6255,-117.1447,2000-03-01,0.01,339.0
49.325,-122.2732,2000-03-01,0.01,132.0
53.5373,-116.9799,2000-03-01,0.5,1038.0
54.4824,-124.1146,2000-03-01,0.1,781.0
55.9806,-113.5613,2000-03-01,0.05,604.0
45.37164,-66.81558,2000-03-02,1.0,117.0
45.27606,-66.84124,2000-03-02,0.2,57.0
45.59352,-65.92752,2000-03-02,0.9,0.0
53.224,-105.7604,2000-03-02,0.05,443.0
51.2867,-116.8217,2000-03-02,1.6,914.0
55.9079,-113.548,2000-03-02,0.5,596.0
55.064,-111.5236,2000-03-02,2.0,629.0
55.5,-106.5729,2000-03-02,0.01,382.0
55.0276,-111.549,2000-03-02,6.0,611.0
55.3693,-114.6242,2000-03-02,2.5,586.0
55.9371,-110.7227,2000-03-02,0.01,457.0
54.4292,-113.8137,2000-03-02,25.0,698.0
55.8982,-113.8235,2000-03-02,0.1,544.0
54.5985,-111.9518,2000-03-02,0.1,581.0
51.1868,-114.9252,2000-03-02,2.0,1297.0
53.099,-104.6146,2000-03-02,80.0,432.0
55.9081,-115.6389,2000-03-02,0.1,652.0
55.9081,-115.6521,2000-03-02,10.0,641.0
53.5573,-105.8854,2000-03-02,1.0,542.0
56.4139,-121.1662,2000-03-02,2.0,885.0
55.3193,-115.9434,2000-03-03,0.5,683.0
55.9226,-110.7553,2000-03-03,0.2,449.0
56.9081,-111.4735,2000-03-03,3.5,315.0
55.3921,-115.7639,2000-03-03,207.8,590.0
55.425,-121.5167,2000-03-03,0.1,1091.0
55.4192,-121.5143,2000-03-03,0.3,978.0
54.655,-111.8883,2000-03-03,10.0,590.0
54.4673,-111.3089,2000-03-03,356.0,593.0
54.1139,-115.3348,2000-03-03,0.01,760.0
54.4673,-111.8211,2000-03-03,20.0,600.0
54.4215,-111.6,2000-03-03,88.5,629.0
54.596,-110.2977,2000-03-03,0.2,573.0
53.9531,-102.2396,2000-03-03,1.0,268.0
53.849,-109.8229,2000-03-03,2.0,663.0
54.5573,-108.2396,2000-03-03,0.1,498.0
51.1067,-114.9019,2000-03-03,0.2,1352.0
55.2538,-114.3664,2000-03-03,1.2,595.0
51.0922,-114.9484,2000-03-03,1.0,1327.0
51.1056,-114.9137,2000-03-03,0.1,1329.0
55.0578,-118.7298,2000-03-03,0.5,647.0
52.4635,-102.8438,2000-03-03,2.0,491.0
54.526,-108.3646,2000-03-03,1.0,495.0
55.1406,-108.1563,2000-03-03,10.0,462.0
54.4427,-108.4271,2000-03-03,3.0,470.0
55.2179,-116.8147,2000-03-03,19.08,743.0
54.8027,-127.1921,2000-03-03,0.5,490.0
54.0677,-109.6146,2000-03-03,0.5,609.0
53.1406,-104.4896,2000-03-03,0.01,433.0
54.7003,-111.851,2000-03-03,0.1,582.0
55.2281,-112.4664,2000-03-03,2.0,573.0
54.5672,-111.8583,2000-03-04,2.75,588.0
54.6567,-111.9518,2000-03-04,1.0,565.0
54.5031,-114.5397,2000-03-04,0.01,654.0
55.5449,-118.6652,2000-03-04,0.1,737.0
55.196,-116.1993,2000-03-04,0.5,637.0
55.9963,-110.6077,2000-03-04,10.0,442.0
55.1597,-117.2507,2000-03-04,0.6,672.0
53.5469,-106.0104,2000-03-04,40.0,498.0
46.2847,-78.8542,2000-03-04,0.10000000149,194.0
52.7675,-115.3212,2000-03-05,4.0,1080.0
55.7164,-121.1844,2000-03-05,0.2,611.0
52.2167,-122.8,2000-03-05,35.0,1207.0
54.5215,-111.4427,2000-03-05,6.0,593.0
55.9443,-113.8223,2000-03-05,1.0,545.0
54.5227,-111.4211,2000-03-05,4.0,592.0
54.143,-115.3787,2000-03-05,2.0,728.0
52.0842,-123.3602,2000-03-05,19.8,724.0
56.439,-116.1019,2000-03-05,8.0,568.0
49.6915,-125.0077,2000-03-05,0.001,14.0
55.2906,-116.9303,2000-03-05,0.02,634.0
55.5683,-120.6755,2000-03-06,3.0,789.0
55.9747,-121.3898,2000-03-06,7.0,737.0
55.7667,-121.5,2000-03-06,0.1,677.0
55.8045,-121.4628,2000-03-06,2.0,737.0
53.5391,-116.9705,2000-03-06,0.8,1024.0
56.7,-121.1,2000-03-06,4.0,674.0
56.3967,-121.1358,2000-03-06,4.0,832.0
55.8528,-121.662,2000-03-06,9.0,824.0
55.8499,-115.7955,2000-03-06,4.0,698.0
56.4462,-117.34,2000-03-06,1.0,613.0
55.5383,-120.7017,2000-03-06,132.0,846.0
56.5699,-117.7294,2000-03-06,15.0,663.0
53.5641,-120.6691,2000-03-06,3.8,665.0
49.6347,-119.8624,2000-03-06,0.1,1186.0
55.8333,-121.4333,2000-03-06,60.0,718.0
55.5813,-119.0923,2000-03-06,0.1,797.0
48.3184,-84.9564,2000-03-06,0.10000000149,427.0
56.156,-119.3372,2000-03-07,0.7,720.0
56.2572,-115.4037,2000-03-07,0.3,645.0
55.2123,-128.0379,2000-03-07,1.5,366.0
53.2156,-123.5007,2000-03-07,0.5,800.0
49.0167,-118.7167,2000-03-07,1.5,853.0
53.2344,-105.7396,2000-03-07,0.02,454.0
44.8766,-79.2592,2000-03-07,25.0,251.0
55.9428,-113.7808,2000-03-07,0.01,551.0
54.7377,-116.7543,2000-03-07,1.0,784.0
54.9427,-105.3333,2000-03-07,0.01,378.0
52.0032,-123.1482,2000-03-07,0.2,793.0
52.0323,-123.1815,2000-03-07,0.009,731.0
52.4705,-122.4522,2000-03-07,0.009,635.0
53.9428,-116.8342,2000-03-07,2.5,1110.0
52.17,-122.1333,2000-03-07,0.1,841.0
53.3413,-117.5776,2000-03-07,0.01,1217.0
50.9595,-120.8373,2000-03-07,7.0,1164.0
54.9412,-116.9431,2000-03-08,1.0,748.0
55.1814,-116.2635,2000-03-08,0.01,665.0
55.9515,-113.9396,2000-03-08,0.01,552.0
53.0575,-115.1648,2000-03-08,5.0,791.0
55.9081,-115.6521,2000-03-08,0.3,641.0
53.61,-116.1688,2000-03-08,0.5,934.0
53.6392,-115.58,2000-03-08,0.1,819.0
53.8647,-115.7418,2000-03-08,1.5,885.0
55.2829,-115.4691,2000-03-08,1214.0,613.0
55.2466,-115.3536,2000-03-08,235.1,615.0
46.1007,-82.09059999999998,2000-03-08,1.0,174.0
56.3673,-118.8091,2000-03-08,60.0,682.0
48.8065,-94.6206,2000-03-08,300.0,330.0
51.8957,-121.8998,2000-03-08,2.0,885.0
50.1337,-119.4178,2000-03-08,0.4,853.0
54.7813,-115.4182,2000-03-08,1.5,1121.0
53.4948,-107.1563,2000-03-08,20.0,540.0
52.9883,-122.6967,2000-03-08,0.1,874.0
52.9083,-123.0333,2000-03-08,0.3,940.0
52.4633,-125.4293,2000-03-08,1.0,1117.0
52.3217,-124.32,2000-03-08,1.0,1124.0
51.9003,-124.3823,2000-03-08,0.4,1068.0
55.4567,-116.1377,2000-03-08,1.0,584.0
52.6248,-114.9365,2000-03-08,0.8,988.0
55.1084,-116.0788,2000-03-08,0.1,651.0
55.3339,-115.5973,2000-03-08,0.05,575.0
52.7063,-115.2962,2000-03-08,50.0,1012.0
51.5402,-121.9217,2000-03-08,2.7,1114.0
53.1674,-117.5197,2000-03-08,1.5,1468.0
55.3921,-115.7512,2000-03-08,87.2,586.0
52.3188,-115.0716,2000-03-08,0.5,1031.0
55.196,-116.1736,2000-03-08,2.5,637.0
55.9353,-110.713,2000-03-08,0.01,466.0
54.914,-114.1885,2000-03-08,8.0,565.0
50.7141,-120.6322,2000-03-08,0.1,445.0
50.8721,-120.263,2000-03-08,0.1,362.0
55.4722,-119.777,2000-03-08,0.01,820.0
49.363,-120.0683,2000-03-08,0.7,546.0
52.3033,-121.9,2000-03-08,0.009,1081.0
52.3383,-121.8792,2000-03-08,0.2,1116.0
55.4215,-116.8277,2000-03-08,2.0,600.0
51.55,-121.5583,2000-03-08,10.0,1193.0
52.0005,-114.8189,2000-03-08,0.2,1194.0
58.5183,-117.0479,2000-03-08,2.5,334.0
52.9983,-122.48,2000-03-08,2.0,502.0
53.6365,-120.8068,2000-03-08,2.0,709.0
56.4681,-116.3787,2000-03-08,0.4,577.0
54.0365,-109.1979,2000-03-09,0.01,532.0
49.0062,-116.415,2000-03-09,25.0,999.0
54.6483,-124.6587,2000-03-09,1.5,710.0
45.565621,-61.789019,2000-03-09,0.08,42.0
53.5833,-109.7917,2000-03-09,300.0,519.0
49.0067,-116.4133,2000-03-09,0.1,1038.0
54.0573,-109.1146,2000-03-09,60.0,544.0
56.9771,-111.4203,2000-03-09,0.2,307.0
55.151,-108.0938,2000-03-09,0.01,439.0
53.9333,-122.95,2000-03-09,8.0,592.0
52.2062,-124.3317,2000-03-09,0.2,1144.0
56.5645,-117.4848,2000-03-10,29.0,627.0
52.176,-115.2631,2000-03-10,0.1,1312.0
50.7473,-121.2392,2000-03-10,0.2,304.0
55.6249,-118.0056,2000-03-10,2.2,600.0
55.9317,-110.7195,2000-03-10,0.01,475.0
49.2738,-119.4818,2000-03-10,4.0,680.0
55.3818,-127.6492,2000-03-10,0.2,261.0
55.9807,-122.0697,2000-03-10,70.0,687.0
58.7069,-118.6963,2000-03-10,10.0,336.0
54.3158,-116.2565,2000-03-10,0.2,948.0
52.0142,-123.1535,2000-03-10,0.1,820.0
53.5518,-115.9722,2000-03-10,0.01,924.0
54.0469,-109.6563,2000-03-10,250.0,575.0
51.386,-121.1573,2000-03-10,1.2,1178.0
54.4143,-111.979,2000-03-10,0.1,625.0
55.9009,-115.6389,2000-03-11,1.0,650.0
56.5634,-119.1491,2000-03-11,5.0,691.0
56.0262,-115.5902,2000-03-11,1.5,652.0
55.0793,-117.4899,2000-03-11,1.0,673.0
55.9499,-110.7063,2000-03-11,0.01,464.0
50.211,-119.3833,2000-03-11,0.01,534.0
43.8471,-66.079073,2000-03-11,0.2,38.0
54.526,-108.4063,2000-03-11,1.0,508.0
55.4625,-121.3962,2000-03-11,2.0,1127.0
56.0203,-113.8553,2000-03-11,0.01,602.0
49.2268,-119.8195,2000-03-11,0.1,489.0
52.6467,-122.495,2000-03-11,5.0,449.0
53.5677,-107.0938,2000-03-11,1.5,520.0
56.6644,-111.2477,2000-03-11,0.2,289.0
52.1116,-124.0862,2000-03-11,0.3,914.0
55.2528,-127.6283,2000-03-11,0.01,279.0
54.2048,-116.8405,2000-03-11,15.3,904.0
53.6302,-107.1771,2000-03-11,1.0,549.0
57.8587,-131.3424,2000-03-11,3.4,206.0
53.8281,-102.9479,2000-03-11,1.03,279.0
58.4456,-116.1688,2000-03-11,4.0,274.0
56.9265,-111.4681,2000-03-11,21.4,339.0
53.7701,-115.531,2000-03-11,0.6,872.0
56.3404,-120.9258,2000-03-12,0.3,777.0
53.224,-105.7188,2000-03-12,3.0,432.0
55.6927,-106.9688,2000-03-12,4.01,404.0
57.9027,-117.7885,2000-03-12,2.0,425.0
52.8073,-103.0938,2000-03-12,0.5,451.0
49.4381,-120.3056,2000-03-12,0.1,577.0
53.7344,-107.6979,2000-03-12,0.05,597.0
55.5958,-119.558,2000-03-12,0.2,881.0
55.65,-120.7833,2000-03-12,94.0,886.0
50.5156,-102.0313,2000-03-12,8.0,576.0
51.9505,-114.777,2000-03-12,1.5,1180.0
55.8863,-115.8216,2000-03-12,0.2,671.0
54.314,-116.8467,2000-03-12,0.05,856.0
54.0284,-122.6104,2000-03-12,8.0,578.0
52.7969,-103.0938,2000-03-12,0.5,442.0
54.1339,-115.694,2000-03-12,0.01,696.0
55.9281,-110.7259,2000-03-12,0.1,476.0
56.5417,-119.9498,2000-03-12,505.0,833.0
54.9922,-111.537,2000-03-12,0.5,614.0
53.6927,-107.8021,2000-03-12,0.5,566.0
55.8797,-119.6244,2000-03-12,0.1,726.0
55.899,-110.752,2000-03-13,0.1,475.0
52.2467,-125.2008,2000-03-13,0.2,1202.0
54.5537,-125.1418,2000-03-13,0.1,797.0
55.9017,-110.7625,2000-03-13,3.0,452.0
55.937,-113.7701,2000-03-13,0.01,544.0
55.9115,-108.9271,2000-03-13,0.01,423.0
51.9333,-123.1342,2000-03-13,0.009,637.0
54.5864,-116.3353,2000-03-13,0.1,926.0
55.1406,-108.1563,2000-03-13,0.01,462.0
54.795,-116.5572,2000-03-13,0.01,836.0
54.0573,-105.8021,2000-03-13,1.5,507.0
54.824,-116.4722,2000-03-13,0.01,1027.0
52.9583,-119.3917,2000-03-14,0.1,907.0
58.6019,-117.0968,2000-03-14,0.6,346.0
45.33,-65.8343,2000-03-14,0.1,102.0
49.8189,-93.6741,2000-03-14,63.0,402.0
55.9515,-114.001,2000-03-14,0.5,566.0
54.276,-101.8438,2000-03-14,3.0,276.0
45.12643,-67.10341,2000-03-14,0.5,41.0
51.6833,-121.2,2000-03-14,0.1,897.0
52.3167,-122.6437,2000-03-14,0.009,1017.0
55.8935,-110.7814,2000-03-14,0.2,462.0
49.2766,-82.02419999999998,2000-03-14,4.5,233.0
51.0849,-114.9717,2000-03-14,0.3,1364.0
56.9333,-125.0,2000-03-15,0.1,715.0
52.6941,-115.3369,2000-03-15,1.5,981.0
52.6888,-115.373,2000-03-15,1.5,991.0
54.2708,-107.8438,2000-03-15,0.01,495.0
54.4635,-108.4063,2000-03-15,3.0,472.0
46.251373,-60.307982,2000-03-15,0.5,25.0
51.923,-123.1198,2000-03-15,0.1,693.0
52.8783,-125.615,2000-03-15,0.5,1086.0
45.436642,-64.463927,2000-03-15,0.18,131.0
54.083,-115.6816,2000-03-15,0.01,835.0
56.3667,-121.1667,2000-03-15,0.1,804.0
53.8698,-109.5521,2000-03-16,0.5,612.0
55.0781,-105.3229,2000-03-16,0.01,371.0
54.026,-109.1563,2000-03-16,1.0,547.0
52.0083,-123.1667,2000-03-16,0.2,682.0
51.1952,-122.1745,2000-03-16,0.1,1088.0
54.026,-109.1563,2000-03-16,0.5,547.0
53.5052,-102.6354,2000-03-16,23.0,269.0
55.5012,-118.9757,2000-03-16,0.01,970.0
53.4167,-103.3854,2000-03-16,15.0,360.0
49.6,-115.85,2000-03-16,0.3,913.0
59.0998,-117.6781,2000-03-16,0.5,343.0
53.6302,-107.0729,2000-03-16,5.07,518.0
52.776,-102.5729,2000-03-17,8.0,391.0
45.8747,-80.57349999999998,2000-03-17,0.300000011921,187.0
45.50787,-66.47921,2000-03-17,0.5,56.0
45.65288,-66.57283,2000-03-17,1.5,1.0
53.2344,-105.6979,2000-03-17,0.01,452.0
59.5286,-117.1841,2000-03-17,1.0,316.0
45.750379,-61.437893,2000-03-17,1.3,218.0
45.17598,-66.75402,2000-03-17,1.0,24.0
45.70672,-62.723794,2000-03-17,0.01,24.0
51.9308,-123.1508,2000-03-17,0.009,728.0
45.18517,-67.3608,2000-03-17,0.5,34.0
55.9115,-107.7188,2000-03-17,0.5,424.0
52.46,-125.285,2000-03-18,3.0,1089.0
53.2344,-105.6979,2000-03-18,0.01,452.0
54.0029,-122.6333,2000-03-18,1.5,574.0
51.2833,-116.9667,2000-03-18,0.3,783.0
45.943275,-60.619683,2000-03-18,2.0,26.0
46.048416,-60.485907,2000-03-18,0.2,167.0
53.9427,-102.2188,2000-03-18,0.9,278.0
50.2763,-122.8618,2000-03-19,0.001,338.0
55.5522,-119.2862,2000-03-19,1.0,847.0
54.3608,-111.4992,2000-03-20,0.5,614.0
46.236982,-60.088185,2000-03-20,0.6,53.0
52.6685,-115.2723,2000-03-20,0.2,976.0
55.4974,-127.8071,2000-03-20,0.1,304.0
52.605,-122.6233,2000-03-21,1.5,853.0
46.237311,-60.101138,2000-03-21,0.1,55.0
53.724,-107.7396,2000-03-21,0.21,573.0
55.9323,-109.0417,2000-03-21,0.01,432.0
46.237639,-60.114092,2000-03-21,2.5,32.0
53.1406,-104.6979,2000-03-22,0.1,441.0
57.9077,-131.2217,2000-03-22,0.3,345.0
54.9547,-113.0871,2000-03-22,15.0,617.0
55.928,-113.8777,2000-03-22,0.5,552.0
54.7687,-123.0875,2000-03-22,15.0,897.0
55.6462,-111.059,2000-03-22,0.75,563.0
54.5348,-124.838,2000-03-22,6.0,989.0
53.2448,-105.7188,2000-03-23,0.01,464.0
55.1094,-105.9063,2000-03-23,0.05,389.0
56.6406,-108.3646,2000-03-23,0.01,444.0
49.2314,-123.9158,2000-03-23,0.3,0.0
55.0494,-111.5236,2000-03-23,0.4,608.0
54.4603,-111.435,2000-03-23,5.0,626.0
53.224,-105.6979,2000-03-23,0.01,444.0
