STN_ID,STATION_NAME,PROV_STATE_TERR_CODE,ENG_PROV_NAME,FRE_PROV_NAME,COUNTRY,LATITUDE,LONGITUDE,TIMEZONE,ELEVATION,CLIMATE_IDENTIFIER,TC_IDENTIFIER,WMO_IDENTIFIER,STATION_TYPE,NORMAL_CODE,PUBLICATION_CODE,DISPLAY_CODE,ENG_STN_OPERATOR_ACRONYM,FRE_STN_OPERATOR_ACRONYM,ENG_STN_OPERATOR_NAME,FRE_STN_OPERATOR_NAME,FIRST_DATE,LAST_DATE,HLY_FIRST_DATE,HLY_LAST_DATE,DLY_FIRST_DATE,DLY_LAST_DATE,MLY_FIRST_DATE,MLY_LAST_DATE,HAS_MONTHLY_SUMMARY,HAS_NORMALS_DATA,HAS_HOURLY_DATA
10761,MCTAVISH,QC,QUEBEC,QUÉBEC,CAN,453017070,-733445000,EST,72.80,7024745,WTA,71612,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1994-02-01 02:00:00,2024-07-15 12:30:02,1994-02-01 02:00:00,2024-07-15 12:30:02,1994-07-26 00:00:00,2024-07-15 00:00:00,,,Y,N,N
4076,HORNEPAYNE,ON,ONTARIO,ONTARIO,CAN,491400000,-844800000,EST,329.20,6053570,,,N/A,D,1.0,5.0,,,,,1917-01-01 00:00:00,1989-12-01 00:00:00,,,1917-06-01 00:00:00,1989-06-30 00:00:00,1917-01-01 00:00:00,1989-12-01 00:00:00,Y,N,N
4100,WALFORD,ON,ONTARIO,ONTARIO,CAN,461200000,-821400000,EST,213.70,6059210,,,N/A,G,1.0,8.0,,,,,1976-01-01 00:00:00,1979-12-01 00:00:00,,,1976-10-01 00:00:00,1979-04-30 00:00:00,1976-01-01 00:00:00,1979-12-01 00:00:00,Y,N,N
4105,AGNEW MINE,ON,ONTARIO,ONTARIO,CAN,462600000,-813700000,EST,305.10,6060070,,,N/A,G,1.0,8.0,,,,,1978-01-01 00:00:00,1983-12-01 00:00:00,,,1978-07-01 00:00:00,1983-11-30 00:00:00,1978-01-01 00:00:00,1983-12-01 00:00:00,Y,N,N
4913,CROYDON,ON,ONTARIO,ONTARIO,CAN,443400000,-770000000,EST,,6151921,,,N/A,,1.0,9.0,,,,,1895-01-01 00:00:00,1908-12-01 00:00:00,,,1895-09-01 00:00:00,1908-07-31 00:00:00,1895-01-01 00:00:00,1908-12-01 00:00:00,Y,N,N
4934,HAMILTON MARINE POLICE,ON,ONTARIO,ONTARIO,CAN,431600000,-795200000,EST,76.80,6153264,,,N/A,G,1.0,8.0,,,,,1980-01-01 00:00:00,1983-07-31 00:00:00,,,1980-04-01 00:00:00,1983-07-31 00:00:00,1980-01-01 00:00:00,1982-12-01 00:00:00,Y,N,N
4957,LESKARD,ON,ONTARIO,ONTARIO,CAN,440100000,-783900000,EST,64.90,6154410,,,N/A,D,1.0,5.0,,,,,1978-01-01 00:00:00,1996-09-30 00:00:00,,,1978-09-01 00:00:00,1996-09-30 00:00:00,1978-01-01 00:00:00,1996-09-01 00:00:00,Y,N,N
4961,MAIN DUCK ISLAND,ON,ONTARIO,ONTARIO,CAN,435600000,-763800000,EST,75.00,6154820,,,N/A,G,1.0,9.0,,,,,1959-01-01 00:00:00,1986-12-01 00:00:00,,,1959-05-01 00:00:00,1986-11-30 00:00:00,1959-01-01 00:00:00,1986-12-01 00:00:00,Y,N,N
5790,ETANG A LA TRUITE,QC,QUEBEC,QUÉBEC,CAN,484100000,-664700000,EST,337.10,7052C09,,,N/A,G,1.0,9.0,,,,,1982-01-01 00:00:00,1983-12-01 00:00:00,,,1982-06-01 00:00:00,1983-10-31 00:00:00,1982-01-01 00:00:00,1983-12-01 00:00:00,Y,N,N
5795,GASPE 2,QC,QUEBEC,QUÉBEC,CAN,490700000,-644200000,EST,26.50,7052609,,,N/A,,1.0,9.0,,,,,1947-01-01 00:00:00,1949-12-01 00:00:00,,,1947-10-01 00:00:00,1949-05-31 00:00:00,1947-01-01 00:00:00,1949-12-01 00:00:00,Y,N,N
5805,LAMARTINE,QC,QUEBEC,QUÉBEC,CAN,470200000,-702100000,EST,63.00,7053980,,,N/A,D,1.0,5.0,,,,,1960-01-01 00:00:00,1994-12-01 00:00:00,,,1960-07-01 00:00:00,1994-04-30 00:00:00,1960-01-01 00:00:00,1994-12-01 00:00:00,Y,N,N
5806,LA POCATIERE CDA,QC,QUEBEC,QUÉBEC,CAN,472100000,-700200000,EST,30.50,7054095,,,N/A,C,1.0,4.0,,,,,1899-01-01 00:00:00,1996-03-31 00:00:00,,,1899-10-01 00:00:00,1996-03-31 00:00:00,1899-01-01 00:00:00,1996-03-01 00:00:00,Y,N,N
5808,LES FONDS,QC,QUEBEC,QUÉBEC,CAN,490300000,-664100000,EST,14.90,7054296,,,N/A,F,1.0,7.0,,,,,1969-01-01 00:00:00,1989-12-01 00:00:00,,,1969-08-01 00:00:00,1989-05-31 00:00:00,1969-01-01 00:00:00,1989-12-01 00:00:00,Y,N,N
5815,MONT LOGAN,QC,QUEBEC,QUÉBEC,CAN,485400000,-663800000,EST,1127.80,7055180,,,N/A,G,1.0,8.0,,,,,1963-01-01 00:00:00,1975-12-01 00:00:00,,,1963-08-01 00:00:00,1975-03-31 00:00:00,1963-01-01 00:00:00,1975-12-01 00:00:00,Y,N,N
5823,NOUVELLE,QC,QUEBEC,QUÉBEC,CAN,480600000,-661800000,EST,7.00,7055705,,,N/A,C,1.0,4.0,,,,,1969-01-01 00:00:00,2004-04-30 00:00:00,,,1969-07-01 00:00:00,2004-04-30 00:00:00,1969-01-01 00:00:00,2004-04-01 00:00:00,Y,N,N
5829,POINTE FREGATE,QC,QUEBEC,QUÉBEC,CAN,491200000,-645600000,EST,6.10,70560GF,,,N/A,G,1.0,9.0,,,,,1973-01-01 00:00:00,1973-12-01 00:00:00,,,1973-06-01 00:00:00,1973-09-30 00:00:00,1973-01-01 00:00:00,1973-12-01 00:00:00,Y,N,N
5832,PORT DANIEL,QC,QUEBEC,QUÉBEC,CAN,480900000,-645900000,EST,68.60,7056120,,,N/A,D,1.0,5.0,,,,,1927-01-01 00:00:00,2004-04-30 00:00:00,,,1927-01-01 00:00:00,2004-04-30 00:00:00,1927-01-01 00:00:00,2004-04-01 00:00:00,Y,N,N
10797,MISTOOK,QC,QUEBEC,QUÉBEC,CAN,483554000,-714257000,EST,112.50,7065012,WIX,71381,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1994-02-01 02:00:00,2024-07-15 12:30:02,1994-02-01 02:00:00,2024-07-15 12:30:02,1994-12-30 00:00:00,2024-07-15 00:00:00,,,Y,N,N
10893,ROQUEMAURE,QC,QUEBEC,QUÉBEC,CAN,483757000,-792728000,EST,269.40,7086697,WGQ,,Climate-Auto,,,,,,,,1994-02-01 02:00:00,2010-10-21 00:00:00,1994-02-01 02:00:00,2003-08-19 20:00:00,1994-07-26 00:00:00,2010-10-21 00:00:00,,,Y,N,N
4134,SUDBURY SCIENCE NORTH,ON,ONTARIO,ONTARIO,CAN,462800000,-810000000,EST,263.00,6068158,,,N/A,G,1.0,8.0,,,,,1986-01-01 00:00:00,1996-10-31 00:00:00,,,1986-05-01 00:00:00,1996-10-31 00:00:00,1986-01-01 00:00:00,1996-10-01 00:00:00,Y,N,N
4138,WAHNAPITAE-STOKES,ON,ONTARIO,ONTARIO,CAN,462600000,-804300000,EST,750.00,6069197,,,N/A,G,1.0,8.0,,,,,1990-01-01 00:00:00,1991-11-01 00:00:00,,,1990-05-01 00:00:00,1991-07-31 00:00:00,1990-01-01 00:00:00,1991-11-01 00:00:00,Y,N,N
4158,KIDD CREEK MINE,ON,ONTARIO,ONTARIO,CAN,484100000,-812200000,EST,277.40,6074100,,,N/A,G,1.0,8.0,,,,,1968-01-01 00:00:00,1979-12-01 00:00:00,,,1968-05-01 00:00:00,1979-09-30 00:00:00,1968-01-01 00:00:00,1979-12-01 00:00:00,Y,N,N
4159,KIRKLAND LAKE,ON,ONTARIO,ONTARIO,CAN,480900000,-800000000,EST,324.00,6074209,,,N/A,C,1.0,4.0,,,,,1950-01-01 00:00:00,1996-12-31 00:00:00,,,1950-02-01 00:00:00,1996-12-31 00:00:00,1950-01-01 00:00:00,1996-12-01 00:00:00,Y,N,N
4161,LOWER STURGEON,ON,ONTARIO,ONTARIO,CAN,484900000,-812900000,EST,246.90,6074630,,,N/A,,1.0,9.0,,,,,1950-01-01 00:00:00,1967-12-01 00:00:00,,,1950-09-01 00:00:00,1967-08-31 00:00:00,1950-01-01 00:00:00,1967-12-01 00:00:00,Y,N,N
4164,MATTICE TCPL,ON,ONTARIO,ONTARIO,CAN,493600000,-831000000,EST,233.20,6075024,,,N/A,C,1.0,4.0,,,,,1966-01-01 00:00:00,1995-02-28 00:00:00,,,1966-11-01 00:00:00,1995-02-28 00:00:00,1966-01-01 00:00:00,1995-02-01 00:00:00,Y,N,N
4967,MARKHAM MOE,ON,ONTARIO,ONTARIO,CAN,435200000,-791500000,EST,175.30,6154992,,,N/A,F,1.0,7.0,,,,,1961-01-01 00:00:00,1980-12-01 00:00:00,,,1961-10-01 00:00:00,1980-03-31 00:00:00,1961-01-01 00:00:00,1980-12-01 00:00:00,Y,N,N
4975,MILFORD,ON,ONTARIO,ONTARIO,CAN,435600000,-770300000,EST,103.00,6155148,,,N/A,F,1.0,7.0,,,,,1984-01-01 00:00:00,1992-12-01 00:00:00,,,1984-07-01 00:00:00,1992-06-30 00:00:00,1984-01-01 00:00:00,1992-12-01 00:00:00,Y,N,N
4983,NEWMARKET,ON,ONTARIO,ONTARIO,CAN,440400000,-792600000,EST,281.90,6155616,,,N/A,,1.0,9.0,,,,,1871-01-01 00:00:00,1967-12-01 00:00:00,,,1871-05-01 00:00:00,1967-11-30 00:00:00,1871-01-01 00:00:00,1967-12-01 00:00:00,Y,N,N
4994,OSHAWA,ON,ONTARIO,ONTARIO,CAN,435400000,-785200000,EST,112.80,6155876,,,N/A,,1.0,9.0,,,,,1882-01-01 00:00:00,1959-12-01 00:00:00,,,1882-09-01 00:00:00,1959-06-30 00:00:00,1882-01-01 00:00:00,1959-12-01 00:00:00,Y,N,N
5846,ST CAMILLE,QC,QUEBEC,QUÉBEC,CAN,462900000,-701300000,EST,396.00,7056930,,,N/A,A,1.0,1.0,GOVQC,GOVQC,Government of Quebec,Gouvernement du Québec,1963-01-01 00:00:00,2024-05-31 00:00:00,,,1963-07-01 00:00:00,2024-05-31 00:00:00,1963-01-01 00:00:00,2018-02-01 00:00:00,N,Y,N
5847,ST CHARLES GARNIER,QC,QUEBEC,QUÉBEC,CAN,482000000,-680300000,EST,323.10,7056970,,,N/A,C,1.0,4.0,,,,,1963-01-01 00:00:00,1994-12-01 00:00:00,,,1963-12-01 00:00:00,1994-06-30 00:00:00,1963-01-01 00:00:00,1994-12-01 00:00:00,Y,N,N
5862,ST MODESTE,QC,QUEBEC,QUÉBEC,CAN,475100000,-692300000,EST,152.40,7057574,,,N/A,E,1.0,6.0,,,,,1973-01-01 00:00:00,1985-12-01 00:00:00,,,1973-01-01 00:00:00,1985-01-31 00:00:00,1973-01-01 00:00:00,1985-12-01 00:00:00,Y,N,N
5871,STE ROSE DU DEGELIS,QC,QUEBEC,QUÉBEC,CAN,473400000,-683800000,EST,150.90,7057720,,,N/A,A,1.0,1.0,,,,,1932-01-01 00:00:00,2004-04-30 00:00:00,,,1932-11-01 00:00:00,2004-04-30 00:00:00,1932-01-01 00:00:00,2004-04-01 00:00:00,Y,N,N
5873,SQUATECK,QC,QUEBEC,QUÉBEC,CAN,475300000,-684200000,EST,198.00,7058220,,,N/A,D,1.0,5.0,,,,,1963-01-01 00:00:00,1994-12-01 00:00:00,,,1963-01-01 00:00:00,1994-05-31 00:00:00,1963-01-01 00:00:00,1994-12-01 00:00:00,Y,N,N
5875,TROIS PISTOLES,QC,QUEBEC,QUÉBEC,CAN,480900000,-690700000,EST,58.00,7058560,,,N/A,A,1.0,1.0,,,,,1951-01-01 00:00:00,2004-04-30 00:00:00,,,1951-07-01 00:00:00,2004-04-30 00:00:00,1951-01-01 00:00:00,2004-04-01 00:00:00,Y,N,N
5876,TROUT RIVER DEPOT,QC,QUEBEC,QUÉBEC,CAN,484100000,-664700000,EST,336.80,7058565,,,N/A,G,1.0,9.0,,,,,1963-01-01 00:00:00,1981-12-01 00:00:00,,,1963-01-01 00:00:00,1981-10-31 00:00:00,1963-01-01 00:00:00,1981-12-01 00:00:00,Y,N,N
5883,FALARDEAU,QC,QUEBEC,QUÉBEC,CAN,483800000,-710800000,EST,198.10,706KC09,,,N/A,E,1.0,6.0,,,,,1979-01-01 00:00:00,2004-04-30 00:00:00,,,1979-09-01 00:00:00,2004-04-30 00:00:00,1979-01-01 00:00:00,2004-04-01 00:00:00,Y,N,N
5885,BARRIERE ETIENNICHE,QC,QUEBEC,QUÉBEC,CAN,492700000,-712300000,EST,320.00,7060M7A,,,N/A,G,1.0,9.0,,,,,1973-01-01 00:00:00,1975-12-01 00:00:00,,,1973-06-01 00:00:00,1975-05-31 00:00:00,1973-01-01 00:00:00,1975-12-01 00:00:00,Y,N,N
5891,BARRIERE N CHIBOUGAMAU,QC,QUEBEC,QUÉBEC,CAN,493000000,-741000000,EST,396.20,7060474,,,N/A,G,1.0,8.0,,,,,1963-01-01 00:00:00,1974-05-31 00:00:00,,,1963-02-01 00:00:00,1974-05-31 00:00:00,1963-01-01 00:00:00,1973-12-01 00:00:00,Y,N,N
10938,ILE BICQUETTE,QC,QUEBEC,QUÉBEC,CAN,482456000,-685334000,EST,7.00,705LKPQ,WQO,71385,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1994-02-03 09:00:00,2024-07-15 12:30:02,1994-02-03 09:00:00,2024-07-15 12:30:02,1994-07-14 00:00:00,2024-07-15 00:00:00,,,Y,N,N
